Attributes	open	open	open	open	open	open	open	open	open	open	high	high	high	high	high	high	high	high	high	high	low	low	low	low	low	low	low	low	low	low	close	close	close	close	close	close	close	close	close	close	volume	volume	volume	volume	volume	volume	volume	volume	volume	volume
2019-05-06	182.04	52.8	77.42	77.75	173.83	46.03	141.86	277.6	161.06	26.72	183.11	52.81	79.17	79.52	176.87	48.2	145.76	284.22	163.56	27.5	180.13	51.87	77.35	77.34	172.89	46.0	140.88	275.81	159.83	26.45	183.04	51.88	79.07	79.26	176.26	48.16	145.5	283.66	161.99	27.42	6517556	1569834	4006749	5413247	1630188	10300531	464227	1994477	1218550	70344092
2019-05-07	181.81	51.41	78.5	78.6	174.92	47.71	143.86	278.82	161.09	27.2	181.9	51.55	78.87	78.99	175.15	47.97	144.86	280.65	162.59	27.35	177.81	50.74	76.2	77.17	172.36	46.35	142.56	273.67	159.65	26.21	179.12	51.39	76.91	77.95	173.94	46.68	143.8	277.07	160.66	26.66	5415556	1176030	5322549	4275326	2308518	7918512	268552	2567977	1069448	75868821
2019-05-08	179.51	51.38	76.93	77.95	174.07	47.05	143.56	275.83	160.12	26.41	180.53	51.44	76.97	78.89	175.25	47.32	146.3	278.37	160.45	27.71	178.5	50.27	76.14	77.32	173.16	46.4	143.36	274.16	157.73	26.27	178.59	50.3	76.22	77.99	173.82	46.82	144.64	276.77	158.62	27.09	2990518	1399333	4362822	3820744	1984874	9392536	236666	2611043	586164	65967544
2019-05-09	177.3	49.87	75.66	77.51	172.1	46.14	143.75	274.16	157.32	26.7	177.4	50.54	76.48	78.13	174.58	47.04	143.92	277.12	160.01	27.38	174.18	49.21	74.88	76.73	171.39	45.7	141.07	270.8	156.18	26.03	175.28	50.47	76.42	77.91	174.46	46.64	143.2	275.79	159.89	27.21	5098235	1391376	3736727	3792357	2044771	7115442	302529	1867193	883568	73150883
2019-05-10	175.02	50.19	76.21	77.45	173.72	46.56	142.92	273.58	159.24	27.03	176.33	50.43	76.66	77.73	174.98	46.63	144.17	279.5	159.24	28.1	173.01	49.3	74.54	75.62	170.67	43.52	140.61	270.32	154.49	26.93	175.86	50.22	76.45	77.45	174.3	46.02	143.55	278.48	158.12	27.96	5012341	1090525	3993531	4731823	2139599	5415428	150594	2097736	813292	82930144
2019-05-13	173.94	49.33	75.17	76.3	171.39	44.73	140.75	270.57	155.13	26.98	174.58	49.56	75.79	77.3	172.0	45.13	141.14	274.19	156.0	27.23	172.79	47.96	74.96	76.17	170.35	43.17	137.5	267.22	153.41	26.1	174.07	48.1	75.5	76.87	171.02	43.41	138.0	267.7	155.37	26.24	5916911	1712105	5166977	3858417	1853848	9803138	198783	2698322	1395378	99017893
2019-05-14	174.79	48.25	75.64	77.16	171.91	43.7	138.66	269.43	154.57	26.53	176.97	48.86	76.77	79.36	174.77	45.18	139.57	274.23	156.89	27.48	174.51	48.07	75.63	77.0	171.91	43.38	137.14	269.29	153.09	26.15	175.21	48.3	76.03	78.44	173.61	44.7	137.4	271.86	155.75	27.32	4013992	1798520	5319291	6365499	2181155	7171473	250662	2046551	1216031	82980397
2019-05-15	174.02	47.98	75.5	78.51	172.21	44.49	136.04	269.82	154.84	26.87	175.65	48.35	77.02	79.15	176.14	46.52	137.59	276.95	155.95	27.79	173.65	47.65	75.22	77.48	172.18	44.43	134.3	269.5	153.25	26.73	174.12	48.14	76.51	78.78	175.4	46.28	136.74	276.82	155.83	27.58	3015543	1773036	4385516	4795684	2060834	6965609	346623	2708559	782974	55689874
2019-05-16	174.39	48.19	76.52	78.98	176.27	46.27	137.69	278.63	155.8	27.37	174.39	48.19	77.37	80.75	179.75	47.32	139.3	285.87	158.67	28.37	171.36	42.74	76.17	78.71	176.11	45.82	136.65	278.4	154.12	27.27	171.81	45.12	76.6	79.5	178.17	47.29	138.0	283.55	157.28	28.01	4039493	13528848	6098066	5404737	2232076	5798707	353556	3413063	1264523	67330064
2019-05-17	170.0	44.5	76.29	78.53	176.39	46.81	136.53	281.68	155.92	27.69	170.26	44.84	77.21	80.08	179.19	47.37	137.37	284.41	159.67	28.46	168.43	42.56	75.96	78.02	176.39	46.3	134.97	279.07	155.68	27.4	169.09	43.85	75.97	79.46	178.33	46.39	135.06	279.85	157.97	27.5	4595046	8016325	5169349	4756826	1551054	4280786	205861	2223523	1146245	65385351
2019-05-20	167.96	43.6	75.6	79.02	176.98	45.65	133.73	276.1	157.35	26.98	167.96	43.72	75.96	80.39	179.47	45.65	135.19	277.89	160.19	27.24	165.61	42.81	75.2	78.91	176.44	43.33	132.71	273.4	157.2	26.49	166.25	43.26	75.77	79.82	178.54	43.61	134.79	275.45	158.64	26.68	4374976	3084065	4493099	4395510	1566035	9204236	305226	2391950	1714631	69757402
2019-05-21	167.01	43.84	76.56	80.33	179.61	43.97	135.85	278.21	159.02	27.18	167.42	44.6	76.82	81.5	180.0	44.06	138.47	280.0	161.72	27.37	166.18	43.77	76.02	80.32	178.81	43.4	135.73	277.05	156.65	26.93	167.3	44.6	76.03	80.88	179.57	43.45	137.16	278.07	161.3	27.35	4148575	3063113	3819675	4841857	1224851	8279606	236712	1793665	1821259	46079177
2019-05-22	167.43	44.4	76.14	80.51	179.32	42.94	136.11	277.42	165.69	27.12	170.76	44.71	76.59	81.75	181.38	43.64	139.03	282.74	170.99	27.59	166.46	43.83	75.85	79.88	179.19	42.83	136.11	277.26	164.6	27.07	169.74	43.98	76.26	81.59	180.39	42.91	138.89	281.82	166.29	27.41	4504159	2069721	3062654	4219477	1212257	7222887	291046	1570628	3608402	40035288
2019-05-23	167.58	43.37	76.14	80.39	178.94	42.43	136.69	278.29	165.58	26.99	168.3	44.07	76.14	81.63	178.94	42.79	137.28	278.43	167.0	27.1	164.59	43.07	75.32	80.32	176.44	41.95	134.8	271.69	158.55	26.03	165.87	43.69	75.63	81.15	178.27	42.19	136.29	274.25	159.8	26.36	3830288	2158304	5506958	3299440	1250242	7390117	235996	2706419	2600192	67809153
2019-05-24	166.34	44.0	76.02	81.09	179.56	42.46	137.64	273.54	159.72	26.61	167.42	44.24	77.08	81.1	180.33	42.78	137.64	277.48	160.41	26.93	165.32	43.81	75.96	79.87	178.64	41.84	135.37	273.54	155.48	26.4	166.09	44.03	76.98	80.06	178.81	42.29	135.51	274.77	158.09	26.44	2366928	1156251	4866347	3872999	1288052	5076257	245790	1878339	2127796	39835788
2019-05-28	166.8	44.12	77.03	80.0	179.26	43.76	135.26	276.49	158.23	27.27	166.99	44.31	77.98	80.1	180.11	44.7	137.2	281.45	159.25	29.67	163.35	43.05	75.68	77.92	177.8	43.28	134.44	275.37	154.56	27.06	163.35	43.05	75.71	78.03	178.39	43.5	135.16	278.25	154.56	29.03	4875105	1864650	5418558	6557817	2336466	12150257	287883	2475891	1207484	146949629
2019-05-29	163.01	42.7	75.37	77.57	177.64	43.2	134.45	275.29	154.18	29.0	163.8	42.7	75.97	78.28	178.7	44.16	134.45	276.8	156.07	29.32	160.5	41.09	74.94	77.1	176.61	42.84	130.93	272.28	151.57	27.73	161.4	41.19	75.67	78.06	177.61	43.99	131.81	273.38	155.78	28.09	3669087	5459987	4013124	4182232	1547740	9134322	213527	1805982	1665217	99969597
2019-05-30	161.4	41.24	76.01	78.52	177.66	44.04	132.37	274.43	156.79	28.4	162.27	41.8	76.59	78.59	179.46	44.48	133.97	275.09	160.58	28.56	160.0	41.03	75.87	77.13	177.66	43.16	130.86	272.43	156.44	27.6	160.58	41.19	76.52	77.61	178.82	43.56	133.08	274.51	159.39	28.03	2478748	2441554	3600295	3533061	1047890	5552898	193146	1601106	1080195	65289093
2019-05-31	159.83	40.7	75.97	77.31	177.47	43.11	124.97	271.28	156.0	27.57	160.74	41.11	76.52	77.57	178.63	43.78	125.09	272.91	156.63	28.36	159.63	40.38	75.6	76.4	176.49	43.01	120.56	268.75	154.4	27.4	159.75	40.5	76.13	76.71	178.07	43.37	123.67	270.9	155.0	27.41	3521955	2394268	6571012	4003268	1799587	5978703	822495	2526653	1487247	68667809
2019-06-03	159.75	40.89	76.25	76.63	177.87	43.32	123.66	270.51	154.41	28.75	161.5	41.64	76.79	76.84	178.36	43.39	128.3	272.81	154.49	29.62	159.32	40.68	75.44	73.81	174.23	42.1	123.66	257.53	151.83	27.29	160.04	41.33	75.71	75.7	175.16	42.38	125.95	259.03	153.17	27.58	3726881	1773351	6286485	8434438	1774584	6711225	464963	3903421	1104174	147532180
2019-06-04	161.73	42.0	76.25	76.14	177.27	42.98	127.26	263.27	154.56	28.39	165.09	43.21	77.61	77.44	178.02	43.64	132.1	268.93	155.82	29.59	161.58	41.76	76.16	75.9	175.77	42.25	126.62	257.46	153.76	27.91	164.29	43.16	77.46	76.75	177.97	43.61	131.88	268.71	154.61	29.57	3747008	2468770	5836169	6447201	2269684	7621645	445630	3750815	1008283	107549523
2019-06-05	165.14	43.44	77.84	77.41	179.42	43.77	131.9	272.78	155.26	29.93	165.83	43.62	78.85	78.17	180.35	44.68	133.97	273.21	156.02	29.99	162.88	42.3	77.83	76.66	178.39	43.49	129.33	268.39	152.64	29.03	163.85	43.37	78.69	77.06	179.56	44.52	133.3	272.86	154.61	29.5	3161679	2052117	5286485	3804787	1492153	5769167	413458	2650396	1093021	79481540
2019-06-06	164.0	43.06	78.85	77.16	180.0	44.15	133.37	273.72	154.64	29.87	166.35	43.43	80.43	77.72	180.98	44.74	133.93	275.76	155.4	31.98	162.46	42.08	78.64	76.86	179.33	43.7	130.96	271.05	153.42	29.84	164.72	43.24	80.09	77.07	180.4	44.08	131.18	274.8	154.9	31.82	3581835	1952959	5966650	4032814	1737729	4698969	321398	2211787	919542	131267796
2019-06-07	165.56	43.31	80.49	77.49	181.63	44.28	131.99	275.87	155.1	31.94	167.09	44.02	81.16	78.38	184.23	45.63	132.47	282.37	157.13	32.6	164.64	43.02	80.3	77.08	181.27	44.06	130.44	275.51	154.57	31.57	166.61	43.83	80.74	77.43	182.92	45.38	130.68	278.16	155.35	32.41	2017674	1735114	5136407	4829110	1965930	6785927	282482	2759013	663294	86841098
2019-06-10	168.11	44.0	81.0	77.46	184.33	45.77	131.32	280.98	156.36	33.53	170.22	44.75	81.5	77.75	185.27	46.47	135.14	284.98	157.7	34.3	167.87	44.0	80.44	76.6	183.73	45.2	131.32	280.2	152.13	33.08	168.29	44.38	81.27	76.95	184.44	46.01	134.03	280.34	153.52	33.23	2257636	1818422	3927050	3969351	1524978	6405415	204555	2487726	1046926	97668791
2019-06-11	169.91	44.87	81.79	77.49	185.76	46.49	135.14	283.91	153.76	33.43	170.36	44.93	82.0	78.9	186.68	47.06	136.85	284.89	153.84	33.49	168.5	44.28	80.63	77.49	183.07	46.19	132.7	272.03	150.32	31.82	168.91	44.59	81.12	78.17	183.37	46.7	133.57	275.99	152.17	32.41	2227253	2520007	3905452	4210211	1423354	6679771	272202	2969720	1469249	82834914
2019-06-12	169.87	44.46	81.29	78.25	183.62	46.46	133.1	276.13	152.09	32.0	170.15	45.24	81.97	79.25	185.07	46.53	134.06	277.56	152.68	32.57	168.59	44.29	81.26	78.18	183.22	44.97	132.03	274.58	149.03	31.92	169.01	44.92	81.95	78.57	184.59	45.09	133.63	276.84	150.54	32.18	2166416	2170485	3332562	4165677	1402136	6155396	332905	1313852	796519	56298671
2019-06-13	169.36	45.16	81.98	78.93	185.87	45.45	134.44	278.59	150.66	32.39	169.9	45.66	82.33	79.2	186.1	46.11	135.96	278.96	152.7	32.5	167.87	44.99	81.75	78.3	184.24	45.08	132.57	275.92	150.19	31.06	168.85	45.3	82.29	78.95	184.95	46.05	135.51	276.3	150.61	31.39	2141467	1963666	5220434	2925049	1323687	6204668	198568	1696743	814796	63555986
2019-06-14	168.24	45.14	82.17	78.95	184.66	45.8	134.88	275.91	150.69	30.7	168.25	45.73	82.86	79.34	185.83	45.96	135.25	277.1	152.68	30.96	166.05	44.99	82.02	78.21	184.14	45.12	131.68	274.0	150.31	30.02	166.69	45.53	82.22	78.69	184.97	45.62	133.5	274.28	151.8	30.36	2719182	1582675	4771105	4075868	1864791	4629386	169227	2262838	769097	70373015
2019-06-17	167.1	45.55	82.39	78.4	185.0	45.7	133.27	274.63	152.52	30.25	167.43	45.8	82.58	79.05	185.33	45.95	134.29	277.47	153.84	30.45	166.46	45.33	81.67	78.4	183.78	45.0	131.37	274.63	151.66	29.18	166.78	45.41	82.05	78.65	183.9	45.07	131.81	275.6	151.74	29.2	1783368	1691588	4095932	3083163	1177874	7710006	214577	2254229	694267	70865743
2019-06-18	167.85	45.67	82.45	78.88	184.99	45.55	133.8	280.37	152.42	29.76	172.27	46.33	83.59	79.2	185.67	46.48	136.75	280.49	155.05	30.97	167.57	45.18	81.92	77.01	184.29	45.33	133.6	276.62	152.32	29.58	171.86	45.25	83.42	78.25	184.5	45.77	134.5	276.78	154.83	30.45	3623040	2038827	6252980	5433470	1972568	6838999	352845	4529340	1194778	86444542
2019-06-19	171.88	45.35	83.4	78.4	184.73	45.77	134.89	287.0	154.87	30.67	172.81	45.41	84.5	78.48	185.38	45.77	134.89	292.0	155.06	30.79	170.54	44.72	83.05	77.29	183.51	44.59	131.49	284.34	152.12	30.06	170.75	45.33	84.33	77.61	183.95	45.33	132.53	291.21	153.77	30.5	2777447	1210488	4113451	6147281	2023532	5441915	282076	9738584	1092557	63233939
2019-06-20	172.87	45.9	84.84	78.24	184.79	45.99	135.21	293.25	154.32	31.24	174.28	45.93	85.32	79.17	186.96	46.33	135.32	302.66	154.95	31.36	171.7	45.06	84.32	78.08	184.48	45.45	132.35	293.25	151.27	29.84	173.94	45.82	84.94	78.34	186.52	45.67	134.2	302.11	153.27	30.01	3064186	1525586	6436372	5346960	2121985	4574795	349527	5632525	874676	72418162
2019-06-21	173.75	45.84	85.36	78.15	187.1	45.53	134.0	301.46	153.61	29.65	174.56	46.19	85.36	79.08	187.31	45.94	135.2	304.0	154.11	30.35	172.63	45.49	84.41	76.43	185.19	45.19	133.23	299.09	151.76	28.97	173.35	45.97	85.0	78.78	185.56	45.91	134.17	299.33	153.24	29.1	4880902	2274070	8855471	10516967	3306585	7895535	318939	4015546	1054155	81861322
2019-06-24	173.35	46.07	84.78	78.41	186.07	45.64	135.01	300.0	153.86	29.32	174.34	46.52	85.33	79.31	187.15	47.21	137.04	302.58	153.86	29.4	173.34	45.83	84.64	77.85	185.58	45.64	133.51	298.69	151.66	28.67	173.38	45.87	84.71	78.45	186.11	47.15	135.4	299.87	152.33	29.26	2711904	1526667	4531625	5182709	1703151	7300048	515114	2869223	1134144	55724826
2019-06-25	173.25	45.84	84.94	70.47	186.52	47.07	135.45	299.21	152.94	29.26	173.39	46.24	85.45	70.67	186.66	47.49	135.8	300.65	156.22	29.72	171.28	45.72	84.24	65.06	184.48	45.66	133.41	287.0	151.92	28.8	172.03	46.09	84.24	65.7	184.9	46.2	133.63	287.97	154.5	28.86	2733265	1023399	4915464	90131820	1863549	8688594	264018	4638470	1346793	53680887
2019-06-26	172.35	46.18	84.05	67.24	185.63	46.36	134.3	291.26	153.69	29.98	173.24	46.4	84.37	68.41	185.93	47.47	135.73	292.76	153.92	30.48	171.72	45.85	82.63	66.8	183.31	46.21	133.57	288.7	149.2	29.78	171.88	46.18	82.96	68.0	183.31	46.73	134.54	288.72	149.93	29.92	1812226	1311456	5731370	42093838	2395277	5328656	302610	2896763	1237817	65064199
2019-06-27	172.51	46.33	83.39	68.16	178.8	47.09	135.23	290.04	150.09	30.41	172.79	46.68	83.98	70.6	183.11	47.57	135.5	294.67	153.03	30.96	170.65	45.95	83.07	68.1	177.99	46.52	133.63	290.04	149.17	30.21	171.5	46.08	83.69	70.0	183.0	47.28	134.25	293.23	151.71	30.74	1718539	1309654	4111620	22129152	3434646	6918586	362768	2596919	1028901	55623309
2019-06-28	171.85	46.27	83.82	70.58	184.23	47.5	134.6	294.5	151.98	31.08	174.37	47.31	84.26	72.74	185.5	47.73	138.51	295.1	154.45	31.11	171.77	46.09	83.12	70.33	182.87	46.56	134.16	291.95	151.4	30.33	173.34	47.16	84.1	72.72	184.77	47.2	137.91	294.65	154.14	30.37	3600970	3325518	16436946	21381518	2937898	15179139	563824	2648300	950036	50090925
2019-07-01	175.46	48.0	84.74	73.5	184.83	47.88	139.91	299.55	155.71	31.79	175.78	48.01	84.98	73.85	186.96	48.46	142.0	301.9	158.45	32.04	173.52	46.68	83.75	72.28	184.43	47.21	139.02	297.66	155.57	30.87	174.51	46.93	84.49	73.4	186.87	47.5	141.02	300.97	156.59	31.2	2107994	1596681	4533799	18105496	2404744	5124250	590498	2624198	1154519	60525532
2019-07-02	175.1	46.77	84.75	73.2	186.91	47.96	127.92	301.19	157.0	30.96	175.1	47.12	84.96	74.25	188.74	48.82	133.52	301.58	160.49	31.26	173.07	46.35	84.15	72.32	186.24	47.69	120.76	299.36	156.32	30.73	174.02	46.99	84.95	74.23	188.6	47.98	129.95	301.39	159.79	31.24	1555476	1525892	4023290	12864835	2123522	6683147	3462491	1816885	1393951	37721679
2019-07-03	174.17	47.11	85.05	74.35	189.33	48.05	130.01	302.0	159.51	31.13	175.04	47.11	85.65	74.97	190.97	48.79	136.74	305.86	161.63	31.33	172.93	46.54	84.92	73.78	188.1	47.73	129.9	301.29	158.67	30.74	174.98	46.79	85.64	74.96	190.97	48.66	135.17	305.7	160.63	31.19	1170675	816713	2437460	7434087	1106937	4024735	624195	1585273	588405	23462004
2019-07-05	173.0	46.5	85.16	74.65	189.92	48.33	133.81	304.01	160.14	30.88	173.28	47.07	85.5	74.79	191.74	48.35	134.89	305.24	161.01	31.56	169.73	46.1	84.64	72.61	188.25	46.64	127.1	298.93	159.25	30.75	172.0	47.01	85.42	72.99	191.39	48.15	130.69	303.98	160.62	31.5	1740696	825233	3784656	10854945	2111254	6379678	839888	2872770	604395	34011867
2019-07-08	169.92	46.63	85.28	72.52	191.06	47.8	129.83	302.76	160.6	31.8	170.48	46.7	85.28	73.0	191.14	47.91	132.93	303.11	163.23	32.15	168.77	45.05	84.69	70.88	189.86	46.23	129.36	300.13	158.11	31.26	169.19	45.21	85.09	71.22	190.31	46.47	131.47	302.92	158.19	32.04	2285513	1971479	3591105	13487378	1877198	7681059	555992	1909180	1588221	49689399
2019-07-09	166.82	45.21	84.96	71.18	189.07	46.17	130.63	300.56	157.77	31.76	167.45	45.5	85.37	72.45	191.15	46.71	131.73	305.13	158.88	33.18	164.29	44.65	84.82	70.89	189.07	45.73	129.27	300.22	154.03	31.71	165.7	45.06	85.27	71.24	191.09	46.37	129.98	304.2	155.5	33.15	4536143	2025645	3126024	11832511	1732512	4349870	432070	1644254	1040658	61419773
2019-07-10	166.19	45.19	85.68	71.58	191.51	46.9	130.71	305.1	155.59	33.56	167.32	45.25	85.88	71.74	192.09	47.37	131.28	309.32	156.81	34.03	165.57	44.14	85.15	70.96	190.98	46.57	127.41	305.1	154.59	33.36	165.7	44.77	85.38	71.65	191.71	46.84	127.95	306.98	156.43	33.79	2661694	1830910	4315910	9170420	1584398	4476191	523795	1954088	833650	60388439
2019-07-11	166.3	44.9	85.65	72.3	192.49	46.92	128.15	307.39	155.86	33.91	169.09	45.05	85.99	72.4	194.67	47.58	128.89	310.17	157.52	34.0	165.87	44.14	85.19	69.85	192.25	46.43	126.45	305.9	155.08	32.76	169.04	44.32	85.77	71.24	194.67	47.34	128.01	307.6	156.29	33.06	2815142	1590390	3653628	13001022	1922228	5206247	519420	1951519	970331	63081800
2019-07-12	170.1	44.39	85.28	70.3	195.0	47.63	128.71	308.01	156.24	32.76	173.36	45.5	85.44	70.3	196.23	47.67	131.51	309.7	159.11	33.39	169.25	44.12	83.06	68.54	193.82	47.04	128.53	304.96	155.89	32.59	173.34	45.19	83.92	70.28	196.21	47.2	130.64	309.42	158.58	33.21	3160670	1379378	5667227	12903111	2059365	3707625	433962	1624840	648576	51509682
2019-07-15	173.38	45.23	83.81	70.31	196.22	47.26	131.23	310.0	159.01	33.34	174.25	45.28	84.24	71.02	196.36	47.85	133.51	310.46	159.14	34.55	171.21	43.77	83.41	69.7	195.08	46.88	130.0	307.72	156.63	33.27	172.84	44.6	83.81	70.27	195.32	47.66	133.29	308.76	158.92	34.39	2187533	1646889	5177684	10253429	1267005	4361724	536364	1161681	487603	65565248
2019-07-16	172.75	44.68	84.11	70.15	195.15	47.61	133.01	308.0	158.87	34.3	177.25	45.28	84.24	70.3	195.6	47.66	134.92	308.46	162.71	34.86	172.72	44.29	82.9	69.13	193.38	46.66	132.78	305.07	158.87	33.8	176.49	45.2	83.16	69.16	194.25	46.99	132.93	305.7	161.76	33.85	3918853	1584525	3886747	10141634	1460054	4876920	419810	1838747	763611	66912699
2019-07-17	176.35	45.21	85.89	69.33	194.84	46.92	132.88	307.13	161.15	34.01	176.49	45.23	86.75	69.86	195.11	47.32	133.4	310.96	161.41	34.3	174.1	44.44	85.43	68.31	193.54	46.43	130.86	306.75	156.35	33.49	174.67	44.45	85.76	68.32	193.81	46.68	131.16	309.39	157.67	33.6	2947472	1851500	9381371	12205006	1557712	4791177	378857	2298481	1116096	42557903
2019-07-18	174.42	44.45	86.24	68.57	193.69	46.45	131.29	307.21	154.75	33.03	175.14	44.58	87.84	68.95	195.64	46.5	131.41	310.92	158.09	33.46	172.4	43.89	85.32	68.0	193.19	45.49	129.95	306.85	152.33	32.42	173.06	43.99	87.76	68.25	194.82	45.72	130.82	310.08	157.9	33.0	2223279	1427497	8311763	8573306	1562376	8158470	244029	1597673	1126864	58610857
2019-07-19	173.01	44.33	88.29	68.14	194.83	46.0	131.44	311.56	158.09	33.08	173.99	44.47	88.33	68.82	195.96	46.11	132.99	313.11	158.73	33.35	172.21	43.57	87.45	68.1	193.86	45.09	131.12	305.27	156.14	32.45	172.61	43.58	87.49	68.54	193.93	45.14	131.2	306.87	156.93	32.51	2360660	1550641	5824075	9806852	1583180	5514644	366562	2100253	965264	44617702
2019-07-22	172.81	43.59	87.36	68.5	194.65	45.33	131.51	308.39	157.28	32.8	175.21	44.09	88.71	68.75	195.4	45.6	132.3	309.92	160.17	33.31	172.13	43.27	87.27	67.84	194.31	44.81	130.59	307.14	157.24	32.74	174.64	43.41	88.07	68.0	194.44	45.57	131.07	308.55	158.9	32.85	2004610	1246820	6566074	9962079	1090004	3771763	333745	1336736	840769	37777312
2019-07-23	176.0	43.74	88.1	68.0	195.32	45.82	131.99	309.91	159.49	33.17	178.02	44.76	88.76	68.44	195.5	45.93	133.99	309.98	159.9	33.5	175.65	43.67	87.53	67.6	193.0	45.29	131.0	305.22	155.35	32.93	177.52	44.67	88.74	67.73	194.46	45.92	133.77	307.88	157.64	33.49	2360731	1966785	4049242	8025288	1111757	3774521	314725	1826893	894493	38532460
2019-07-24	176.93	44.6	88.45	67.77	194.0	45.71	133.15	305.81	157.64	33.64	180.29	45.23	88.69	67.89	194.55	46.99	135.81	310.73	159.22	34.36	176.26	44.51	87.59	66.76	192.88	45.69	132.42	305.81	157.07	33.45	179.42	45.14	88.59	67.46	194.47	46.86	135.17	310.27	158.5	34.11	3532346	1529091	3879139	12595252	1250881	3664420	277363	1459247	865491	41952256
2019-07-25	187.01	45.16	88.27	67.46	195.01	47.36	134.84	308.66	156.9	34.05	187.72	45.74	88.47	67.87	195.6	47.4	136.09	309.66	158.21	34.25	176.66	44.95	87.74	66.5	193.69	46.36	133.57	306.1	149.94	33.62	178.13	45.08	88.0	66.66	194.97	47.19	133.92	308.73	150.03	33.67	7362223	1488876	4671289	12403526	1531045	4353999	231914	1378470	1703208	36705616
2019-07-26	177.63	45.12	88.35	67.64	195.1	47.48	134.1	309.97	150.1	34.23	178.39	45.12	88.62	69.14	197.03	48.23	135.77	312.5	152.83	34.77	170.57	44.36	87.3	67.37	194.58	47.16	133.61	309.26	149.5	33.87	173.98	44.88	87.75	67.76	196.93	47.99	135.5	311.27	152.62	34.02	4016128	2323643	4177672	12259324	1255354	5839706	277911	1507922	881502	43502776
2019-07-29	173.83	44.75	88.06	67.87	197.0	48.0	135.1	311.94	152.29	34.14	177.62	45.08	88.62	68.41	197.47	48.53	135.47	311.94	153.42	34.18	173.66	43.68	87.38	66.88	196.2	47.08	133.61	301.48	150.94	32.98	176.76	43.82	88.55	67.18	197.35	48.45	134.86	307.22	153.04	33.48	2638931	3026804	3623930	10117256	1319729	4750861	222376	2778446	782579	45921978
2019-07-30	175.66	41.86	88.18	66.92	196.37	48.1	134.03	305.07	152.52	33.21	177.81	45.35	88.73	67.53	197.23	48.36	136.56	307.09	154.66	33.94	173.8	41.01	87.85	66.26	195.35	47.5	134.03	302.55	150.91	32.94	177.63	45.29	88.31	67.18	195.65	48.29	136.44	303.64	151.8	33.87	1978939	6616302	2864651	8143672	1143875	4904995	256312	2157952	875304	72198880
2019-07-31	177.65	45.4	88.18	66.91	196.06	48.79	136.63	303.61	151.65	32.08	178.02	46.44	88.4	67.38	196.39	49.93	137.44	304.95	152.48	32.3	173.4	44.46	86.37	65.63	190.51	48.38	133.93	295.11	149.71	30.3	174.72	45.45	87.1	66.62	192.58	48.74	134.22	298.86	150.64	30.45	3015762	5941479	6197159	11299984	1566043	8712326	322840	3066861	1057109	119190001
2019-08-01	174.79	45.45	87.18	66.93	193.33	48.93	134.41	299.15	150.52	30.5	177.67	45.78	88.06	67.2	197.22	51.24	135.64	304.99	153.52	31.48	173.03	43.38	85.64	65.11	193.23	48.81	130.56	296.77	149.72	29.1	173.36	43.69	86.08	65.8	194.16	50.19	130.97	298.44	149.95	29.86	2381294	2526889	7022041	13106724	1837094	10901779	335856	3210196	1460402	80878890
2019-08-02	172.86	43.5	85.95	65.5	194.47	49.8	130.98	295.57	149.6	29.48	172.92	44.14	86.2	65.79	194.47	51.35	131.89	297.35	150.04	29.73	169.81	43.17	84.74	65.03	190.5	48.65	129.68	289.42	145.71	28.94	170.55	43.74	85.82	65.35	193.01	49.02	130.76	293.71	145.78	29.44	2423102	1433388	4756375	9653852	1833142	9745008	288715	3400897	1212692	60410852
